   M    BELSURF     ASURFEL        VOLSEL
 ***   133.64200    0.5920E+08    0.2842E+09
 ***   133.64400    0.5923E+08    0.2843E+09
 ***   133.65199    0.5928E+08    0.2848E+09
 ***   133.65199    0.5931E+08    0.2848E+09
 ***   133.65601    0.5937E+08    0.2850E+09
 ***   133.66600    0.5939E+08    0.2856E+09
 ***   133.66901    0.5939E+08    0.2858E+09
 ***   133.66901    0.5939E+08    0.2858E+09
 ***   133.66901    0.5940E+08    0.2858E+09
 ***   133.67500    0.5943E+08    0.2862E+09
 ***   133.67599    0.5948E+08    0.2862E+09
 ***   133.68201    0.5954E+08    0.2866E+09
 ***   133.68401    0.5956E+08    0.2867E+09
 ***   133.68700    0.5959E+08    0.2869E+09
 ***   133.68700    0.5967E+08    0.2869E+09
 ***   133.68800    0.5973E+08    0.2869E+09
 ***   133.69000    0.5973E+08    0.2871E+09
 ***   133.69299    0.5980E+08    0.2872E+09
 ***   133.70100    0.5984E+08    0.2877E+09
 ***   133.70500    0.5984E+08    0.2880E+09
 ***   133.71001    0.5984E+08    0.2883E+09
 ***   133.71100    0.5988E+08    0.2883E+09
 ***   133.71800    0.5992E+08    0.2887E+09
 ***   133.71899    0.5996E+08    0.2888E+09
 ***   133.72099    0.5996E+08    0.2889E+09
 ***   133.72200    0.5996E+08    0.2890E+09
 ***   133.73000    0.5998E+08    0.2895E+09
 ***   133.73399    0.6000E+08    0.2897E+09
 ***   133.73500    0.6001E+08    0.2898E+09
 ***   133.74100    0.6004E+08    0.2901E+09
 ***   133.74200    0.6006E+08    0.2902E+09
 ***   133.74300    0.6011E+08    0.2902E+09
 ***   133.74600    0.6014E+08    0.2904E+09
 ***   133.74800    0.6014E+08    0.2905E+09
 ***   133.74800    0.6015E+08    0.2905E+09
 ***   133.74800    0.6015E+08    0.2905E+09
 ***   133.75700    0.6019E+08    0.2911E+09
 ***   133.75800    0.6024E+08    0.2911E+09
 ***   133.76199    0.6029E+08    0.2914E+09
 ***   133.76300    0.6029E+08    0.2914E+09
 ***   133.76300    0.6030E+08    0.2914E+09
 ***   133.76300    0.6030E+08    0.2914E+09
 ***   133.76300    0.6035E+08    0.2914E+09
 ***   133.76401    0.6037E+08    0.2915E+09
 ***   133.76801    0.6040E+08    0.2917E+09
 ***   133.76900    0.6042E+08    0.2918E+09
 ***   133.77400    0.6045E+08    0.2921E+09
 ***   133.77600    0.6045E+08    0.2922E+09
 ***   133.77600    0.6045E+08    0.2922E+09
 ***   133.77600    0.6045E+08    0.2922E+09
 ***   133.78400    0.6046E+08    0.2927E+09
 ***   133.78999    0.6049E+08    0.2931E+09
 ***   133.79100    0.6052E+08    0.2931E+09
 ***   133.79100    0.6053E+08    0.2931E+09
 ***   133.79201    0.6055E+08    0.2932E+09
 ***   133.79401    0.6059E+08    0.2933E+09
 ***   133.80099    0.6062E+08    0.2937E+09
 ***   133.80499    0.6068E+08    0.2940E+09
 ***   133.80701    0.6068E+08    0.2941E+09
 ***   133.81700    0.6073E+08    0.2947E+09
 ***   133.81900    0.6076E+08    0.2948E+09
 ***   133.83900    0.6078E+08    0.2960E+09
 ***   133.84399    0.6079E+08    0.2964E+09
 ***   133.84500    0.6081E+08    0.2964E+09
 ***   133.84900    0.6081E+08    0.2967E+09
 ***   133.84900    0.6086E+08    0.2967E+09
 ***   133.85001    0.6091E+08    0.2967E+09
 ***   133.85100    0.6092E+08    0.2968E+09
 ***   133.85600    0.6093E+08    0.2971E+09
 ***   133.85600    0.6094E+08    0.2971E+09
 ***   133.85600    0.6094E+08    0.2971E+09
 ***   133.85600    0.6094E+08    0.2971E+09
 ***   133.85699    0.6094E+08    0.2971E+09
 ***   133.85699    0.6094E+08    0.2971E+09
 ***   133.85699    0.6094E+08    0.2971E+09
 ***   133.85899    0.6095E+08    0.2973E+09
 ***   133.86099    0.6096E+08    0.2974E+09
 ***   133.86301    0.6098E+08    0.2975E+09
 ***   133.86301    0.6100E+08    0.2975E+09
 ***   133.86700    0.6105E+08    0.2978E+09
 ***   133.87100    0.6109E+08    0.2980E+09
 ***   133.87199    0.6110E+08    0.2981E+09
 ***   133.87601    0.6111E+08    0.2983E+09
 ***   133.87900    0.6114E+08    0.2985E+09
 ***   133.89000    0.6116E+08    0.2992E+09
 ***   133.89400    0.6121E+08    0.2994E+09
 ***   133.89400    0.6126E+08    0.2994E+09
 ***   133.89700    0.6129E+08    0.2996E+09
 ***   133.89900    0.6133E+08    0.2997E+09
 ***   133.89900    0.6135E+08    0.2997E+09
 ***   133.90199    0.6135E+08    0.2999E+09
 ***   133.90700    0.6142E+08    0.3002E+09
 ***   133.90700    0.6150E+08    0.3002E+09
 ***   133.91701    0.6150E+08    0.3008E+09
 ***   133.92000    0.6151E+08    0.3010E+09
 ***   133.93600    0.6158E+08    0.3020E+09
 ***   133.93700    0.6158E+08    0.3020E+09
 ***   133.94099    0.6158E+08    0.3023E+09
 ***   133.94701    0.6163E+08    0.3027E+09
 ***   133.94701    0.6163E+08    0.3027E+09
 ***   133.94701    0.6163E+08    0.3027E+09
 ***   133.94701    0.6163E+08    0.3027E+09
 ***   133.94800    0.6169E+08    0.3027E+09
 ***   133.95399    0.6170E+08    0.3031E+09
 ***   133.95399    0.6170E+08    0.3031E+09
 ***   133.95399    0.6170E+08    0.3031E+09
 ***   133.95599    0.6172E+08    0.3032E+09
 ***   133.95599    0.6175E+08    0.3032E+09
 ***   133.95700    0.6179E+08    0.3033E+09
 ***   133.95799    0.6179E+08    0.3033E+09
 ***   133.95900    0.6180E+08    0.3034E+09
 ***   133.96001    0.6184E+08    0.3035E+09
 ***   133.96001    0.6184E+08    0.3035E+09
 ***   133.96001    0.6184E+08    0.3035E+09
 ***   133.96001    0.6184E+08    0.3035E+09
 ***   133.96100    0.6185E+08    0.3035E+09
 ***   133.96300    0.6186E+08    0.3037E+09
 ***   133.96600    0.6186E+08    0.3038E+09
 ***   133.96600    0.6186E+08    0.3038E+09
 ***   133.96600    0.6186E+08    0.3038E+09
 ***   133.96600    0.6187E+08    0.3038E+09
 ***   133.97099    0.6187E+08    0.3041E+09
 ***   133.97900    0.6188E+08    0.3046E+09
 ***   133.98199    0.6192E+08    0.3048E+09
 ***   133.98399    0.6193E+08    0.3050E+09
 ***   133.98599    0.6198E+08    0.3051E+09
 ***   133.98599    0.6200E+08    0.3051E+09
 ***   133.98801    0.6204E+08    0.3052E+09
 ***   133.98900    0.6206E+08    0.3053E+09
 ***   133.99100    0.6208E+08    0.3054E+09
 ***   133.99100    0.6210E+08    0.3054E+09
 ***   133.99899    0.6210E+08    0.3059E+09
 ***   134.00301    0.6213E+08    0.3061E+09
 ***   134.00301    0.6214E+08    0.3061E+09
 ***   134.00301    0.6217E+08    0.3061E+09
 ***   134.00600    0.6223E+08    0.3063E+09
 ***   134.00700    0.6223E+08    0.3064E+09
 ***   134.00700    0.6231E+08    0.3064E+09
 ***   134.00900    0.6231E+08    0.3065E+09
 ***   134.03900    0.6231E+08    0.3084E+09
 ***   134.03900    0.6231E+08    0.3084E+09
 ***   134.03900    0.6232E+08    0.3084E+09
 ***   134.04300    0.6235E+08    0.3086E+09
 ***   134.04300    0.6235E+08    0.3086E+09
 ***   134.04700    0.6240E+08    0.3089E+09
 ***   134.05400    0.6242E+08    0.3093E+09
 ***   134.05499    0.6249E+08    0.3094E+09
 ***   134.05701    0.6255E+08    0.3095E+09
 ***   134.05901    0.6256E+08    0.3096E+09
 ***   134.06000    0.6258E+08    0.3097E+09
 ***   134.06000    0.6264E+08    0.3097E+09
 ***   134.07401    0.6264E+08    0.3106E+09
 ***   134.07401    0.6264E+08    0.3106E+09
 ***   134.07401    0.6265E+08    0.3106E+09
 ***   134.07800    0.6269E+08    0.3108E+09
 ***   134.07800    0.6270E+08    0.3108E+09
 ***   134.07899    0.6271E+08    0.3109E+09
 ***   134.07899    0.6274E+08    0.3109E+09
 ***   134.08099    0.6278E+08    0.3110E+09
 ***   134.08501    0.6278E+08    0.3113E+09
 ***   134.09100    0.6278E+08    0.3116E+09
 ***   134.09500    0.6280E+08    0.3119E+09
 ***   134.09500    0.6282E+08    0.3119E+09
 ***   134.09700    0.6285E+08    0.3120E+09
 ***   134.09900    0.6287E+08    0.3121E+09
 ***   134.10201    0.6288E+08    0.3123E+09
 ***   134.10600    0.6294E+08    0.3126E+09
 ***   134.11099    0.6298E+08    0.3129E+09
 ***   134.11301    0.6299E+08    0.3130E+09
 ***   134.11800    0.6300E+08    0.3133E+09
 ***   134.11900    0.6302E+08    0.3134E+09
 ***   134.12199    0.6306E+08    0.3136E+09
 ***   134.12399    0.6306E+08    0.3137E+09
 ***   134.12399    0.6306E+08    0.3137E+09
 ***   134.12900    0.6308E+08    0.3140E+09
 ***   134.13000    0.6309E+08    0.3141E+09
 ***   134.13000    0.6309E+08    0.3141E+09
 ***   134.13000    0.6309E+08    0.3141E+09
 ***   134.13000    0.6309E+08    0.3141E+09
 ***   134.13000    0.6310E+08    0.3141E+09
 ***   134.13000    0.6310E+08    0.3141E+09
 ***   134.13400    0.6313E+08    0.3143E+09
 ***   134.13800    0.6315E+08    0.3146E+09
 ***   134.14000    0.6316E+08    0.3147E+09
 ***   134.14200    0.6322E+08    0.3148E+09
 ***   134.14400    0.6322E+08    0.3150E+09
 ***   134.14500    0.6324E+08    0.3150E+09
 ***   134.14999    0.6327E+08    0.3153E+09
 ***   134.15100    0.6329E+08    0.3154E+09
 ***   134.15300    0.6329E+08    0.3155E+09
 ***   134.15401    0.6333E+08    0.3156E+09
 ***   134.15500    0.6336E+08    0.3157E+09
 ***   134.16400    0.6340E+08    0.3162E+09
 ***   134.16701    0.6342E+08    0.3164E+09
 ***   134.17200    0.6344E+08    0.3167E+09
 ***   134.17200    0.6345E+08    0.3167E+09
 ***   134.17400    0.6345E+08    0.3169E+09
 ***   134.17500    0.6347E+08    0.3169E+09
 ***   134.17700    0.6348E+08    0.3171E+09
 ***   134.17799    0.6350E+08    0.3171E+09
 ***   134.18100    0.6350E+08    0.3173E+09
 ***   134.18100    0.6350E+08    0.3173E+09
 ***   134.18100    0.6350E+08    0.3173E+09
 ***   134.18100    0.6351E+08    0.3173E+09
 ***   134.18500    0.6353E+08    0.3176E+09
 ***   134.19200    0.6358E+08    0.3180E+09
 ***   134.20000    0.6358E+08    0.3185E+09
 ***   134.20700    0.6358E+08    0.3190E+09
 ***   134.21300    0.6361E+08    0.3193E+09
 ***   134.22099    0.6361E+08    0.3199E+09
 ***   134.22099    0.6361E+08    0.3199E+09
 ***   134.22099    0.6361E+08    0.3199E+09
 ***   134.22600    0.6364E+08    0.3202E+09
 ***   134.22800    0.6365E+08    0.3203E+09
 ***   134.23100    0.6369E+08    0.3205E+09
 ***   134.23300    0.6373E+08    0.3206E+09
 ***   134.23700    0.6381E+08    0.3209E+09
 ***   134.24001    0.6381E+08    0.3211E+09
 ***   134.24200    0.6387E+08    0.3212E+09
 ***   134.24400    0.6388E+08    0.3213E+09
 ***   134.24699    0.6392E+08    0.3215E+09
 ***   134.25200    0.6393E+08    0.3218E+09
 ***   134.26401    0.6394E+08    0.3226E+09
 ***   134.26900    0.6400E+08    0.3229E+09
 ***   134.27499    0.6400E+08    0.3233E+09
 ***   134.27699    0.6403E+08    0.3234E+09
 ***   134.28000    0.6408E+08    0.3236E+09
 ***   134.28200    0.6412E+08    0.3238E+09
 ***   134.28600    0.6414E+08    0.3240E+09
 ***   134.28900    0.6414E+08    0.3242E+09
 ***   134.28900    0.6414E+08    0.3242E+09
 ***   134.28900    0.6414E+08    0.3242E+09
 ***   134.28999    0.6415E+08    0.3243E+09
 ***   134.29201    0.6417E+08    0.3244E+09
 ***   134.29300    0.6423E+08    0.3245E+09
 ***   134.29300    0.6424E+08    0.3245E+09
 ***   134.29500    0.6424E+08    0.3246E+09
 ***   134.29800    0.6425E+08    0.3248E+09
 ***   134.30000    0.6427E+08    0.3249E+09
 ***   134.30099    0.6427E+08    0.3250E+09
 ***   134.30099    0.6427E+08    0.3250E+09
 ***   134.30400    0.6432E+08    0.3252E+09
 ***   134.30600    0.6432E+08    0.3253E+09
 ***   134.30600    0.6433E+08    0.3253E+09
 ***   134.30600    0.6433E+08    0.3253E+09
 ***   134.30701    0.6436E+08    0.3254E+09
 ***   134.31599    0.6436E+08    0.3259E+09
 ***   134.31599    0.6436E+08    0.3259E+09
 ***   134.31599    0.6436E+08    0.3259E+09
 ***   134.31799    0.6443E+08    0.3261E+09
 ***   134.32001    0.6448E+08    0.3262E+09
 ***   134.32899    0.6455E+08    0.3268E+09
 ***   134.33000    0.6456E+08    0.3268E+09
 ***   134.33299    0.6461E+08    0.3270E+09
 ***   134.33400    0.6465E+08    0.3271E+09
 ***   134.33800    0.6467E+08    0.3274E+09
 ***   134.33800    0.6467E+08    0.3274E+09
 ***   134.34200    0.6470E+08    0.3276E+09
 ***   134.34399    0.6475E+08    0.3277E+09
 ***   134.34801    0.6481E+08    0.3280E+09
 ***   134.35400    0.6484E+08    0.3284E+09
 ***   134.35800    0.6484E+08    0.3287E+09
 ***   134.36000    0.6484E+08    0.3288E+09
 ***   134.36099    0.6489E+08    0.3288E+09
 ***   134.36800    0.6489E+08    0.3293E+09
 ***   134.37000    0.6490E+08    0.3294E+09
 ***   134.37601    0.6491E+08    0.3298E+09
 ***   134.37801    0.6494E+08    0.3300E+09
 ***   134.38400    0.6497E+08    0.3303E+09
 ***   134.39900    0.6498E+08    0.3313E+09
 ***   134.39900    0.6498E+08    0.3313E+09
 ***   134.39900    0.6499E+08    0.3313E+09
 ***   134.39900    0.6499E+08    0.3313E+09
 ***   134.39999    0.6499E+08    0.3314E+09
 ***   134.39999    0.6499E+08    0.3314E+09
 ***   134.39999    0.6499E+08    0.3314E+09
 ***   134.40100    0.6499E+08    0.3314E+09
 ***   134.40700    0.6506E+08    0.3318E+09
 ***   134.40900    0.6507E+08    0.3320E+09
 ***   134.41299    0.6508E+08    0.3322E+09
 ***   134.41800    0.6510E+08    0.3326E+09
 ***   134.41800    0.6511E+08    0.3326E+09
 ***   134.42200    0.6513E+08    0.3328E+09
 ***   134.42300    0.6515E+08    0.3329E+09
 ***   134.42400    0.6517E+08    0.3329E+09
 ***   134.42599    0.6519E+08    0.3331E+09
 ***   134.42900    0.6519E+08    0.3333E+09
 ***   134.42900    0.6521E+08    0.3333E+09
 ***   134.44600    0.6527E+08    0.3344E+09
 ***   134.45100    0.6529E+08    0.3347E+09
 ***   134.45599    0.6534E+08    0.3350E+09
 ***   134.45799    0.6535E+08    0.3352E+09
 ***   134.45799    0.6537E+08    0.3352E+09
 ***   134.45900    0.6537E+08    0.3352E+09
 ***   134.45900    0.6537E+08    0.3352E+09
 ***   134.45900    0.6537E+08    0.3352E+09
 ***   134.45900    0.6544E+08    0.3352E+09
 ***   134.46001    0.6548E+08    0.3353E+09
 ***   134.46300    0.6554E+08    0.3355E+09
 ***   134.46700    0.6561E+08    0.3358E+09
 ***   134.47000    0.6561E+08    0.3359E+09
 ***   134.47099    0.6561E+08    0.3360E+09
 ***   134.47099    0.6561E+08    0.3360E+09
 ***   134.47099    0.6562E+08    0.3360E+09
 ***   134.48300    0.6567E+08    0.3368E+09
 ***   134.48700    0.6569E+08    0.3371E+09
 ***   134.48801    0.6571E+08    0.3371E+09
 ***   134.49300    0.6576E+08    0.3375E+09
 ***   134.49300    0.6581E+08    0.3375E+09
 ***   134.49600    0.6582E+08    0.3377E+09
 ***   134.49600    0.6583E+08    0.3377E+09
 ***   134.49600    0.6585E+08    0.3377E+09
 ***   134.50500    0.6585E+08    0.3382E+09
 ***   134.50700    0.6586E+08    0.3384E+09
 ***   134.50700    0.6586E+08    0.3384E+09
 ***   134.50700    0.6586E+08    0.3384E+09
 ***   134.50800    0.6586E+08    0.3384E+09
 ***   134.50999    0.6587E+08    0.3386E+09
 ***   134.52499    0.6589E+08    0.3396E+09
 ***   134.52499    0.6596E+08    0.3396E+09
 ***   134.52901    0.6596E+08    0.3398E+09
 ***   134.53000    0.6598E+08    0.3399E+09
 ***   134.53200    0.6598E+08    0.3400E+09
 ***   134.53500    0.6602E+08    0.3402E+09
 ***   134.53500    0.6611E+08    0.3402E+09
 ***   134.53700    0.6618E+08    0.3404E+09
 ***   134.53999    0.6618E+08    0.3406E+09
 ***   134.54100    0.6619E+08    0.3406E+09
 ***   134.54201    0.6619E+08    0.3407E+09
 ***   134.54500    0.6620E+08    0.3409E+09
 ***   134.54601    0.6620E+08    0.3410E+09
 ***   134.54601    0.6620E+08    0.3410E+09
 ***   134.54601    0.6620E+08    0.3410E+09
 ***   134.54700    0.6624E+08    0.3410E+09
 ***   134.55099    0.6627E+08    0.3413E+09
 ***   134.55600    0.6628E+08    0.3416E+09
 ***   134.57300    0.6630E+08    0.3427E+09
 ***   134.57500    0.6630E+08    0.3429E+09
 ***   134.57700    0.6633E+08    0.3430E+09
 ***   134.58000    0.6634E+08    0.3432E+09
 ***   134.58299    0.6639E+08    0.3434E+09
 ***   134.58400    0.6639E+08    0.3435E+09
 ***   134.58600    0.6639E+08    0.3436E+09
 ***   134.58600    0.6639E+08    0.3436E+09
 ***   134.58600    0.6640E+08    0.3436E+09
 ***   134.59100    0.6640E+08    0.3439E+09
 ***   134.59500    0.6643E+08    0.3442E+09
 ***   134.59700    0.6644E+08    0.3443E+09
 ***   134.59900    0.6650E+08    0.3445E+09
 ***   134.60100    0.6655E+08    0.3446E+09
 ***   134.61000    0.6656E+08    0.3452E+09
 ***   134.61200    0.6656E+08    0.3453E+09
 ***   134.61200    0.6656E+08    0.3453E+09
 ***   134.61200    0.6656E+08    0.3453E+09
 ***   134.61501    0.6657E+08    0.3455E+09
 ***   134.62100    0.6657E+08    0.3459E+09
 ***   134.62100    0.6657E+08    0.3459E+09
 ***   134.62100    0.6657E+08    0.3459E+09
 ***   134.62300    0.6659E+08    0.3461E+09
 ***   134.62399    0.6662E+08    0.3461E+09
 ***   134.62500    0.6669E+08    0.3462E+09
 ***   134.62801    0.6669E+08    0.3464E+09
 ***   134.62900    0.6669E+08    0.3465E+09
 ***   134.63499    0.6672E+08    0.3469E+09
 ***   134.63499    0.6681E+08    0.3469E+09
 ***   134.64301    0.6681E+08    0.3474E+09
 ***   134.64400    0.6683E+08    0.3475E+09
 ***   134.65700    0.6685E+08    0.3483E+09
 ***   134.66000    0.6685E+08    0.3485E+09
 ***   134.66200    0.6687E+08    0.3487E+09
 ***   134.66200    0.6689E+08    0.3487E+09
 ***   134.66499    0.6689E+08    0.3489E+09
 ***   134.68500    0.6692E+08    0.3502E+09
 ***   134.68500    0.6702E+08    0.3502E+09
 ***   134.69099    0.6702E+08    0.3506E+09
 ***   134.69099    0.6702E+08    0.3506E+09
 ***   134.69099    0.6702E+08    0.3506E+09
 ***   134.69901    0.6705E+08    0.3511E+09
 ***   134.70100    0.6709E+08    0.3513E+09
 ***   134.70399    0.6710E+08    0.3515E+09
 ***   134.70799    0.6710E+08    0.3518E+09
 ***   134.70799    0.6710E+08    0.3518E+09
 ***   134.70799    0.6710E+08    0.3518E+09
 ***   134.71100    0.6719E+08    0.3520E+09
 ***   134.71700    0.6720E+08    0.3524E+09
 ***   134.71700    0.6720E+08    0.3524E+09
 ***   134.71700    0.6720E+08    0.3524E+09
 ***   134.72301    0.6720E+08    0.3528E+09
 ***   134.72400    0.6725E+08    0.3528E+09
 ***   134.72800    0.6730E+08    0.3531E+09
 ***   134.72900    0.6730E+08    0.3532E+09
 ***   134.73599    0.6731E+08    0.3536E+09
 ***   134.73900    0.6732E+08    0.3538E+09
 ***   134.73900    0.6734E+08    0.3538E+09
 ***   134.74899    0.6734E+08    0.3545E+09
 ***   134.74899    0.6740E+08    0.3545E+09
 ***   134.75900    0.6740E+08    0.3552E+09
 ***   134.75900    0.6741E+08    0.3552E+09
 ***   134.75900    0.6741E+08    0.3552E+09
 ***   134.75900    0.6742E+08    0.3552E+09
 ***   134.75900    0.6746E+08    0.3552E+09
 ***   134.75999    0.6748E+08    0.3553E+09
 ***   134.76801    0.6748E+08    0.3558E+09
 ***   134.76801    0.6752E+08    0.3558E+09
 ***   134.77299    0.6752E+08    0.3561E+09
 ***   134.77400    0.6756E+08    0.3562E+09
 ***   134.78700    0.6756E+08    0.3571E+09
 ***   134.78999    0.6758E+08    0.3573E+09
 ***   134.79201    0.6758E+08    0.3574E+09
 ***   134.79800    0.6759E+08    0.3578E+09
 ***   134.80099    0.6763E+08    0.3580E+09
 ***   134.80099    0.6764E+08    0.3580E+09
 ***   134.80701    0.6764E+08    0.3584E+09
 ***   134.80901    0.6765E+08    0.3586E+09
 ***   134.81500    0.6771E+08    0.3590E+09
 ***   134.81799    0.6776E+08    0.3592E+09
 ***   134.82001    0.6776E+08    0.3593E+09
 ***   134.82001    0.6777E+08    0.3593E+09
 ***   134.82001    0.6777E+08    0.3593E+09
 ***   134.82100    0.6777E+08    0.3594E+09
 ***   134.82401    0.6778E+08    0.3596E+09
 ***   134.82500    0.6779E+08    0.3596E+09
 ***   134.82800    0.6779E+08    0.3598E+09
 ***   134.82800    0.6779E+08    0.3598E+09
 ***   134.82800    0.6779E+08    0.3598E+09
 ***   134.82800    0.6780E+08    0.3598E+09
 ***   134.82899    0.6780E+08    0.3599E+09
 ***   134.82899    0.6780E+08    0.3599E+09
 ***   134.82899    0.6780E+08    0.3599E+09
 ***   134.83000    0.6783E+08    0.3600E+09
 ***   134.83099    0.6788E+08    0.3601E+09
 ***   134.83400    0.6795E+08    0.3603E+09
 ***   134.83400    0.6796E+08    0.3603E+09
 ***   134.83501    0.6805E+08    0.3603E+09
 ***   134.83600    0.6806E+08    0.3604E+09
 ***   134.84000    0.6807E+08    0.3607E+09
 ***   134.84000    0.6807E+08    0.3607E+09
 ***   134.84200    0.6807E+08    0.3608E+09
 ***   134.84399    0.6809E+08    0.3609E+09
 ***   134.84399    0.6815E+08    0.3609E+09
 ***   134.85400    0.6815E+08    0.3616E+09
 ***   134.85500    0.6816E+08    0.3617E+09
 ***   134.85600    0.6821E+08    0.3618E+09
 ***   134.86400    0.6822E+08    0.3623E+09
 ***   134.86400    0.6822E+08    0.3623E+09
 ***   134.86501    0.6826E+08    0.3624E+09
 ***   134.86501    0.6828E+08    0.3624E+09
 ***   134.86700    0.6828E+08    0.3625E+09
 ***   134.86800    0.6828E+08    0.3626E+09
 ***   134.86900    0.6829E+08    0.3626E+09
 ***   134.87900    0.6835E+08    0.3633E+09
 ***   134.88100    0.6840E+08    0.3635E+09
 ***   134.88400    0.6842E+08    0.3637E+09
 ***   134.88499    0.6844E+08    0.3637E+09
 ***   134.88600    0.6850E+08    0.3638E+09
 ***   134.89101    0.6850E+08    0.3641E+09
 ***   134.89101    0.6851E+08    0.3641E+09
 ***   134.89301    0.6852E+08    0.3643E+09
 ***   134.89400    0.6853E+08    0.3644E+09
 ***   134.89999    0.6854E+08    0.3648E+09
 ***   134.90199    0.6859E+08    0.3649E+09
 ***   134.90300    0.6859E+08    0.3650E+09
 ***   134.90300    0.6859E+08    0.3650E+09
 ***   134.90300    0.6859E+08    0.3650E+09
 ***   134.90500    0.6860E+08    0.3651E+09
 ***   134.92300    0.6861E+08    0.3663E+09
 ***   134.92300    0.6861E+08    0.3663E+09
 ***   134.92300    0.6862E+08    0.3663E+09
 ***   134.92300    0.6862E+08    0.3663E+09
 ***   134.92400    0.6862E+08    0.3664E+09
 ***   134.92900    0.6863E+08    0.3668E+09
 ***   134.92999    0.6869E+08    0.3668E+09
 ***   134.92999    0.6873E+08    0.3668E+09
 ***   134.93500    0.6873E+08    0.3672E+09
 ***   134.94000    0.6879E+08    0.3675E+09
 ***   134.94000    0.6879E+08    0.3675E+09
 ***   134.94099    0.6881E+08    0.3676E+09
 ***   134.94200    0.6884E+08    0.3676E+09
 ***   134.94501    0.6885E+08    0.3679E+09
 ***   134.94701    0.6886E+08    0.3680E+09
 ***   134.94701    0.6886E+08    0.3680E+09
 ***   134.94701    0.6886E+08    0.3680E+09
 ***   134.94800    0.6886E+08    0.3681E+09
 ***   134.95599    0.6889E+08    0.3686E+09
 ***   134.96400    0.6889E+08    0.3692E+09
 ***   134.97800    0.6892E+08    0.3701E+09
 ***   134.97900    0.6896E+08    0.3702E+09
 ***   134.98199    0.6901E+08    0.3704E+09
 ***   134.98700    0.6902E+08    0.3707E+09
 ***   134.99100    0.6902E+08    0.3710E+09
 ***   134.99100    0.6902E+08    0.3710E+09
 ***   134.99100    0.6902E+08    0.3710E+09
 ***   134.99699    0.6902E+08    0.3714E+09
 ***   134.99800    0.6904E+08    0.3715E+09
 ***   135.00101    0.6907E+08    0.3717E+09
 ***   135.01500    0.6907E+08    0.3727E+09
 ***   135.01500    0.6909E+08    0.3727E+09
 ***   135.02000    0.6913E+08    0.3730E+09
 ***   135.02100    0.6920E+08    0.3731E+09
 ***   135.02600    0.6920E+08    0.3734E+09
 ***   135.02600    0.6920E+08    0.3734E+09
 ***   135.02600    0.6921E+08    0.3734E+09
 ***   135.03101    0.6930E+08    0.3738E+09
 ***   135.03600    0.6931E+08    0.3741E+09
 ***   135.03700    0.6931E+08    0.3742E+09
 ***   135.03900    0.6936E+08    0.3743E+09
 ***   135.05200    0.6941E+08    0.3752E+09
 ***   135.05701    0.6941E+08    0.3756E+09
 ***   135.05701    0.6941E+08    0.3756E+09
 ***   135.05701    0.6942E+08    0.3756E+09
 ***   135.06000    0.6945E+08    0.3758E+09
 ***   135.06000    0.6945E+08    0.3758E+09
 ***   135.06400    0.6947E+08    0.3761E+09
 ***   135.06500    0.6947E+08    0.3761E+09
 ***   135.07500    0.6947E+08    0.3768E+09
 ***   135.07700    0.6947E+08    0.3770E+09
 ***   135.07800    0.6953E+08    0.3770E+09
 ***   135.09399    0.6954E+08    0.3782E+09
 ***   135.11000    0.6954E+08    0.3793E+09
 ***   135.11900    0.6955E+08    0.3799E+09
 ***   135.11900    0.6955E+08    0.3799E+09
 ***   135.11900    0.6955E+08    0.3799E+09
 ***   135.12100    0.6960E+08    0.3800E+09
 ***   135.12601    0.6962E+08    0.3804E+09
 ***   135.12700    0.6962E+08    0.3805E+09
 ***   135.12700    0.6962E+08    0.3805E+09
 ***   135.12700    0.6962E+08    0.3805E+09
 ***   135.13200    0.6962E+08    0.3808E+09
 ***   135.13200    0.6962E+08    0.3808E+09
 ***   135.13200    0.6963E+08    0.3808E+09
 ***   135.14101    0.6966E+08    0.3814E+09
 ***   135.14600    0.6966E+08    0.3818E+09
 ***   135.14600    0.6966E+08    0.3818E+09
 ***   135.14600    0.6966E+08    0.3818E+09
 ***   135.14700    0.6967E+08    0.3819E+09
 ***   135.15199    0.6967E+08    0.3822E+09
 ***   135.15500    0.6969E+08    0.3824E+09
 ***   135.16000    0.6969E+08    0.3828E+09
 ***   135.16000    0.6970E+08    0.3828E+09
 ***   135.16000    0.6970E+08    0.3828E+09
 ***   135.16000    0.6970E+08    0.3828E+09
 ***   135.16299    0.6970E+08    0.3830E+09
 ***   135.16800    0.6972E+08    0.3833E+09
 ***   135.17101    0.6977E+08    0.3835E+09
 ***   135.17400    0.6977E+08    0.3837E+09
 ***   135.17500    0.6977E+08    0.3838E+09
 ***   135.17500    0.6977E+08    0.3838E+09
 ***   135.17500    0.6977E+08    0.3838E+09
 ***   135.17500    0.6978E+08    0.3838E+09
 ***   135.17799    0.6979E+08    0.3840E+09
 ***   135.17799    0.6985E+08    0.3840E+09
 ***   135.17999    0.6991E+08    0.3842E+09
 ***   135.18500    0.6997E+08    0.3845E+09
 ***   135.18900    0.6997E+08    0.3848E+09
 ***   135.18900    0.6997E+08    0.3848E+09
 ***   135.18900    0.6997E+08    0.3848E+09
 ***   135.18900    0.7007E+08    0.3848E+09
 ***   135.19400    0.7008E+08    0.3851E+09
 ***   135.19501    0.7011E+08    0.3852E+09
