   M    BELSURF     ASURFEL        VOLSEL
 ***   129.80600    0.3221E+08    0.1132E+09
 ***   129.80800    0.3223E+08    0.1132E+09
 ***   129.81300    0.3227E+08    0.1134E+09
 ***   129.81599    0.3229E+08    0.1135E+09
 ***   129.82100    0.3232E+08    0.1136E+09
 ***   129.82100    0.3232E+08    0.1136E+09
 ***   129.82201    0.3234E+08    0.1137E+09
 ***   129.82201    0.3236E+08    0.1137E+09
 ***   129.82401    0.3239E+08    0.1137E+09
 ***   129.82600    0.3240E+08    0.1138E+09
 ***   129.83501    0.3241E+08    0.1141E+09
 ***   129.83701    0.3243E+08    0.1142E+09
 ***   129.83900    0.3245E+08    0.1142E+09
 ***   129.84900    0.3247E+08    0.1145E+09
 ***   129.85001    0.3251E+08    0.1146E+09
 ***   129.85100    0.3253E+08    0.1146E+09
 ***   129.85500    0.3253E+08    0.1147E+09
 ***   129.86200    0.3257E+08    0.1150E+09
 ***   129.86501    0.3262E+08    0.1151E+09
 ***   129.87100    0.3263E+08    0.1153E+09
 ***   129.87700    0.3263E+08    0.1155E+09
 ***   129.87900    0.3264E+08    0.1155E+09
 ***   129.88100    0.3265E+08    0.1156E+09
 ***   129.89400    0.3269E+08    0.1160E+09
 ***   129.89799    0.3269E+08    0.1161E+09
 ***   129.90800    0.3272E+08    0.1165E+09
 ***   129.91100    0.3275E+08    0.1166E+09
 ***   129.91100    0.3275E+08    0.1166E+09
 ***   129.91100    0.3276E+08    0.1166E+09
 ***   129.91200    0.3279E+08    0.1166E+09
 ***   129.91499    0.3282E+08    0.1167E+09
 ***   129.91600    0.3284E+08    0.1167E+09
 ***   129.92000    0.3284E+08    0.1169E+09
 ***   129.92101    0.3285E+08    0.1169E+09
 ***   129.92999    0.3287E+08    0.1172E+09
 ***   129.93300    0.3288E+08    0.1173E+09
 ***   129.93401    0.3289E+08    0.1173E+09
 ***   129.93500    0.3292E+08    0.1174E+09
 ***   129.93500    0.3294E+08    0.1174E+09
 ***   129.93900    0.3300E+08    0.1175E+09
 ***   129.95200    0.3301E+08    0.1179E+09
 ***   129.95700    0.3305E+08    0.1181E+09
 ***   129.96100    0.3307E+08    0.1182E+09
 ***   129.96201    0.3313E+08    0.1182E+09
 ***   129.96300    0.3315E+08    0.1183E+09
 ***   129.96600    0.3316E+08    0.1184E+09
 ***   129.97099    0.3318E+08    0.1185E+09
 ***   129.97200    0.3320E+08    0.1186E+09
 ***   129.97200    0.3322E+08    0.1186E+09
 ***   129.97301    0.3322E+08    0.1186E+09
 ***   129.97501    0.3324E+08    0.1187E+09
 ***   129.97600    0.3328E+08    0.1187E+09
 ***   129.97600    0.3328E+08    0.1187E+09
 ***   129.97701    0.3331E+08    0.1187E+09
 ***   129.97900    0.3336E+08    0.1188E+09
 ***   129.98300    0.3336E+08    0.1189E+09
 ***   129.99100    0.3343E+08    0.1192E+09
 ***   129.99699    0.3344E+08    0.1194E+09
 ***   130.00000    0.3347E+08    0.1195E+09
 ***   130.00200    0.3348E+08    0.1196E+09
 ***   130.00400    0.3350E+08    0.1196E+09
 ***   130.00900    0.3351E+08    0.1198E+09
 ***   130.01300    0.3353E+08    0.1199E+09
 ***   130.02000    0.3358E+08    0.1202E+09
 ***   130.02400    0.3360E+08    0.1203E+09
 ***   130.02600    0.3363E+08    0.1204E+09
 ***   130.02699    0.3365E+08    0.1204E+09
 ***   130.02800    0.3367E+08    0.1205E+09
 ***   130.02901    0.3370E+08    0.1205E+09
 ***   130.03101    0.3371E+08    0.1206E+09
 ***   130.03101    0.3374E+08    0.1206E+09
 ***   130.04100    0.3376E+08    0.1209E+09
 ***   130.04500    0.3378E+08    0.1210E+09
 ***   130.05400    0.3379E+08    0.1213E+09
 ***   130.05499    0.3382E+08    0.1214E+09
 ***   130.05701    0.3383E+08    0.1214E+09
 ***   130.05901    0.3388E+08    0.1215E+09
 ***   130.06599    0.3392E+08    0.1217E+09
 ***   130.06799    0.3395E+08    0.1218E+09
 ***   130.07700    0.3397E+08    0.1221E+09
 ***   130.08299    0.3397E+08    0.1223E+09
 ***   130.08400    0.3400E+08    0.1223E+09
 ***   130.08400    0.3402E+08    0.1223E+09
 ***   130.08501    0.3404E+08    0.1224E+09
 ***   130.09801    0.3405E+08    0.1228E+09
 ***   130.10500    0.3408E+08    0.1231E+09
 ***   130.11000    0.3410E+08    0.1232E+09
 ***   130.11501    0.3411E+08    0.1234E+09
 ***   130.11900    0.3415E+08    0.1235E+09
 ***   130.12100    0.3418E+08    0.1236E+09
 ***   130.12100    0.3420E+08    0.1236E+09
 ***   130.14301    0.3422E+08    0.1244E+09
 ***   130.14999    0.3424E+08    0.1246E+09
 ***   130.15100    0.3426E+08    0.1246E+09
 ***   130.15401    0.3428E+08    0.1247E+09
 ***   130.15500    0.3431E+08    0.1248E+09
 ***   130.15601    0.3431E+08    0.1248E+09
 ***   130.16000    0.3436E+08    0.1249E+09
 ***   130.16701    0.3437E+08    0.1252E+09
 ***   130.17101    0.3439E+08    0.1253E+09
 ***   130.17700    0.3444E+08    0.1255E+09
 ***   130.17900    0.3444E+08    0.1256E+09
 ***   130.18500    0.3446E+08    0.1258E+09
 ***   130.19000    0.3450E+08    0.1260E+09
 ***   130.19099    0.3452E+08    0.1260E+09
 ***   130.19200    0.3453E+08    0.1260E+09
 ***   130.20200    0.3454E+08    0.1264E+09
 ***   130.20300    0.3454E+08    0.1264E+09
 ***   130.20700    0.3456E+08    0.1266E+09
 ***   130.21400    0.3457E+08    0.1268E+09
 ***   130.21600    0.3462E+08    0.1269E+09
 ***   130.21700    0.3467E+08    0.1269E+09
 ***   130.22600    0.3472E+08    0.1272E+09
 ***   130.22600    0.3474E+08    0.1272E+09
 ***   130.22900    0.3475E+08    0.1273E+09
 ***   130.23900    0.3479E+08    0.1277E+09
 ***   130.24100    0.3481E+08    0.1277E+09
 ***   130.24100    0.3482E+08    0.1277E+09
 ***   130.24600    0.3486E+08    0.1279E+09
 ***   130.25000    0.3489E+08    0.1281E+09
 ***   130.25400    0.3492E+08    0.1282E+09
 ***   130.25500    0.3496E+08    0.1282E+09
 ***   130.25500    0.3499E+08    0.1282E+09
 ***   130.25500    0.3500E+08    0.1282E+09
 ***   130.26199    0.3502E+08    0.1285E+09
 ***   130.26199    0.3504E+08    0.1285E+09
 ***   130.26500    0.3509E+08    0.1286E+09
 ***   130.26801    0.3511E+08    0.1287E+09
 ***   130.26900    0.3517E+08    0.1287E+09
 ***   130.27000    0.3518E+08    0.1288E+09
 ***   130.27400    0.3523E+08    0.1289E+09
 ***   130.27499    0.3525E+08    0.1289E+09
 ***   130.28000    0.3530E+08    0.1291E+09
 ***   130.28000    0.3532E+08    0.1291E+09
 ***   130.28400    0.3534E+08    0.1293E+09
 ***   130.28700    0.3535E+08    0.1294E+09
 ***   130.29100    0.3537E+08    0.1295E+09
 ***   130.29601    0.3539E+08    0.1297E+09
 ***   130.30901    0.3544E+08    0.1301E+09
 ***   130.31100    0.3544E+08    0.1302E+09
 ***   130.31300    0.3546E+08    0.1303E+09
 ***   130.31599    0.3550E+08    0.1304E+09
 ***   130.32100    0.3556E+08    0.1306E+09
 ***   130.32201    0.3558E+08    0.1306E+09
 ***   130.32401    0.3559E+08    0.1307E+09
 ***   130.33501    0.3559E+08    0.1311E+09
 ***   130.33800    0.3561E+08    0.1312E+09
 ***   130.34000    0.3562E+08    0.1312E+09
 ***   130.34900    0.3565E+08    0.1316E+09
 ***   130.35100    0.3566E+08    0.1316E+09
 ***   130.35300    0.3571E+08    0.1317E+09
 ***   130.35699    0.3574E+08    0.1318E+09
 ***   130.36600    0.3578E+08    0.1322E+09
 ***   130.36600    0.3582E+08    0.1322E+09
 ***   130.37000    0.3584E+08    0.1323E+09
 ***   130.37399    0.3584E+08    0.1325E+09
 ***   130.37900    0.3587E+08    0.1326E+09
 ***   130.37900    0.3587E+08    0.1326E+09
 ***   130.39600    0.3591E+08    0.1332E+09
 ***   130.40100    0.3593E+08    0.1334E+09
 ***   130.40100    0.3595E+08    0.1334E+09
 ***   130.40500    0.3596E+08    0.1336E+09
 ***   130.40601    0.3598E+08    0.1336E+09
 ***   130.40700    0.3599E+08    0.1336E+09
 ***   130.41600    0.3600E+08    0.1340E+09
 ***   130.42400    0.3602E+08    0.1342E+09
 ***   130.43600    0.3604E+08    0.1347E+09
 ***   130.43900    0.3605E+08    0.1348E+09
 ***   130.44200    0.3612E+08    0.1349E+09
 ***   130.44600    0.3614E+08    0.1350E+09
 ***   130.46100    0.3618E+08    0.1356E+09
 ***   130.46300    0.3624E+08    0.1357E+09
 ***   130.46700    0.3625E+08    0.1358E+09
 ***   130.46800    0.3632E+08    0.1358E+09
 ***   130.47200    0.3638E+08    0.1360E+09
 ***   130.48500    0.3640E+08    0.1365E+09
 ***   130.49400    0.3641E+08    0.1368E+09
 ***   130.49500    0.3644E+08    0.1368E+09
 ***   130.49500    0.3645E+08    0.1368E+09
 ***   130.49600    0.3646E+08    0.1369E+09
 ***   130.49899    0.3648E+08    0.1370E+09
 ***   130.50400    0.3648E+08    0.1371E+09
 ***   130.50500    0.3653E+08    0.1372E+09
 ***   130.50900    0.3656E+08    0.1373E+09
 ***   130.50900    0.3659E+08    0.1373E+09
 ***   130.51300    0.3660E+08    0.1375E+09
 ***   130.51500    0.3663E+08    0.1376E+09
 ***   130.51801    0.3669E+08    0.1377E+09
 ***   130.52499    0.3671E+08    0.1379E+09
 ***   130.52600    0.3673E+08    0.1380E+09
 ***   130.52600    0.3675E+08    0.1380E+09
 ***   130.52901    0.3678E+08    0.1381E+09
 ***   130.53000    0.3683E+08    0.1381E+09
 ***   130.53200    0.3684E+08    0.1382E+09
 ***   130.53700    0.3685E+08    0.1384E+09
 ***   130.54700    0.3686E+08    0.1387E+09
 ***   130.54900    0.3687E+08    0.1388E+09
 ***   130.54900    0.3689E+08    0.1388E+09
 ***   130.55099    0.3690E+08    0.1389E+09
 ***   130.55200    0.3692E+08    0.1389E+09
 ***   130.55299    0.3695E+08    0.1389E+09
 ***   130.55800    0.3695E+08    0.1391E+09
 ***   130.56400    0.3696E+08    0.1394E+09
 ***   130.56700    0.3700E+08    0.1395E+09
 ***   130.57600    0.3702E+08    0.1398E+09
 ***   130.57700    0.3705E+08    0.1398E+09
 ***   130.58000    0.3708E+08    0.1399E+09
 ***   130.58900    0.3712E+08    0.1403E+09
 ***   130.59500    0.3712E+08    0.1405E+09
 ***   130.59801    0.3713E+08    0.1406E+09
 ***   130.60500    0.3716E+08    0.1409E+09
 ***   130.60600    0.3718E+08    0.1409E+09
 ***   130.60800    0.3722E+08    0.1410E+09
 ***   130.60800    0.3724E+08    0.1410E+09
 ***   130.61000    0.3728E+08    0.1411E+09
 ***   130.61000    0.3729E+08    0.1411E+09
 ***   130.61501    0.3732E+08    0.1412E+09
 ***   130.61600    0.3735E+08    0.1413E+09
 ***   130.62500    0.3736E+08    0.1416E+09
 ***   130.62801    0.3738E+08    0.1417E+09
 ***   130.63300    0.3739E+08    0.1419E+09
 ***   130.63699    0.3740E+08    0.1421E+09
 ***   130.64000    0.3746E+08    0.1422E+09
 ***   130.64301    0.3746E+08    0.1423E+09
 ***   130.64400    0.3747E+08    0.1423E+09
 ***   130.65199    0.3748E+08    0.1426E+09
 ***   130.65500    0.3752E+08    0.1427E+09
 ***   130.66000    0.3753E+08    0.1429E+09
 ***   130.67101    0.3755E+08    0.1433E+09
 ***   130.67400    0.3759E+08    0.1435E+09
 ***   130.67500    0.3762E+08    0.1435E+09
 ***   130.68600    0.3764E+08    0.1439E+09
 ***   130.68800    0.3769E+08    0.1440E+09
 ***   130.69501    0.3770E+08    0.1443E+09
 ***   130.69600    0.3774E+08    0.1443E+09
 ***   130.69800    0.3776E+08    0.1444E+09
 ***   130.69800    0.3778E+08    0.1444E+09
 ***   130.70799    0.3778E+08    0.1447E+09
 ***   130.71300    0.3779E+08    0.1449E+09
 ***   130.71700    0.3783E+08    0.1451E+09
 ***   130.72200    0.3785E+08    0.1453E+09
 ***   130.72301    0.3785E+08    0.1453E+09
 ***   130.72400    0.3786E+08    0.1453E+09
 ***   130.72600    0.3789E+08    0.1454E+09
 ***   130.72800    0.3792E+08    0.1455E+09
 ***   130.73300    0.3798E+08    0.1457E+09
 ***   130.73599    0.3804E+08    0.1458E+09
 ***   130.73801    0.3805E+08    0.1459E+09
 ***   130.74100    0.3810E+08    0.1460E+09
 ***   130.74500    0.3813E+08    0.1461E+09
 ***   130.74600    0.3814E+08    0.1462E+09
 ***   130.75101    0.3819E+08    0.1464E+09
 ***   130.75301    0.3819E+08    0.1464E+09
 ***   130.75600    0.3821E+08    0.1466E+09
 ***   130.75800    0.3823E+08    0.1466E+09
 ***   130.76100    0.3824E+08    0.1468E+09
 ***   130.76199    0.3830E+08    0.1468E+09
 ***   130.76401    0.3832E+08    0.1469E+09
 ***   130.76601    0.3833E+08    0.1469E+09
 ***   130.76801    0.3835E+08    0.1470E+09
 ***   130.76801    0.3836E+08    0.1470E+09
 ***   130.77400    0.3838E+08    0.1473E+09
 ***   130.77699    0.3841E+08    0.1474E+09
 ***   130.77699    0.3843E+08    0.1474E+09
 ***   130.78400    0.3845E+08    0.1476E+09
 ***   130.78999    0.3848E+08    0.1479E+09
 ***   130.78999    0.3849E+08    0.1479E+09
 ***   130.79401    0.3853E+08    0.1480E+09
 ***   130.79700    0.3856E+08    0.1481E+09
 ***   130.79800    0.3856E+08    0.1482E+09
 ***   130.80299    0.3856E+08    0.1484E+09
 ***   130.80600    0.3859E+08    0.1485E+09
 ***   130.80800    0.3860E+08    0.1486E+09
 ***   130.80800    0.3861E+08    0.1486E+09
 ***   130.80800    0.3863E+08    0.1486E+09
 ***   130.82001    0.3866E+08    0.1490E+09
 ***   130.83400    0.3866E+08    0.1496E+09
 ***   130.84100    0.3868E+08    0.1498E+09
 ***   130.84599    0.3870E+08    0.1500E+09
 ***   130.84900    0.3873E+08    0.1501E+09
 ***   130.85001    0.3875E+08    0.1502E+09
 ***   130.85100    0.3879E+08    0.1502E+09
 ***   130.85201    0.3879E+08    0.1503E+09
 ***   130.85800    0.3885E+08    0.1505E+09
 ***   130.86400    0.3889E+08    0.1507E+09
 ***   130.86600    0.3894E+08    0.1508E+09
 ***   130.87300    0.3896E+08    0.1511E+09
 ***   130.88100    0.3900E+08    0.1514E+09
 ***   130.88300    0.3901E+08    0.1515E+09
 ***   130.88901    0.3905E+08    0.1517E+09
 ***   130.89000    0.3906E+08    0.1517E+09
 ***   130.89101    0.3911E+08    0.1518E+09
 ***   130.89101    0.3916E+08    0.1518E+09
 ***   130.89900    0.3917E+08    0.1521E+09
 ***   130.90601    0.3918E+08    0.1524E+09
 ***   130.90700    0.3920E+08    0.1524E+09
 ***   130.90800    0.3924E+08    0.1524E+09
 ***   130.90900    0.3925E+08    0.1525E+09
 ***   130.91200    0.3926E+08    0.1526E+09
 ***   130.91800    0.3929E+08    0.1528E+09
 ***   130.92400    0.3931E+08    0.1531E+09
 ***   130.93401    0.3934E+08    0.1535E+09
 ***   130.93700    0.3939E+08    0.1536E+09
 ***   130.93700    0.3940E+08    0.1536E+09
 ***   130.94099    0.3940E+08    0.1537E+09
 ***   130.94200    0.3946E+08    0.1538E+09
 ***   130.94299    0.3949E+08    0.1538E+09
 ***   130.94299    0.3951E+08    0.1538E+09
 ***   130.95100    0.3951E+08    0.1541E+09
 ***   130.95500    0.3952E+08    0.1543E+09
 ***   130.95500    0.3957E+08    0.1543E+09
 ***   130.95599    0.3959E+08    0.1543E+09
 ***   130.96001    0.3961E+08    0.1545E+09
 ***   130.96500    0.3964E+08    0.1547E+09
 ***   130.96700    0.3967E+08    0.1548E+09
 ***   130.97400    0.3970E+08    0.1551E+09
 ***   130.98300    0.3972E+08    0.1554E+09
 ***   130.98700    0.3974E+08    0.1556E+09
 ***   130.99001    0.3975E+08    0.1557E+09
 ***   130.99300    0.3977E+08    0.1558E+09
 ***   130.99300    0.3978E+08    0.1558E+09
 ***   131.00101    0.3979E+08    0.1561E+09
 ***   131.01199    0.3983E+08    0.1566E+09
 ***   131.02499    0.3991E+08    0.1571E+09
 ***   131.02600    0.3998E+08    0.1571E+09
 ***   131.02600    0.4001E+08    0.1571E+09
 ***   131.03000    0.4006E+08    0.1573E+09
 ***   131.03200    0.4006E+08    0.1574E+09
 ***   131.03300    0.4007E+08    0.1574E+09
 ***   131.03700    0.4007E+08    0.1576E+09
 ***   131.04601    0.4009E+08    0.1579E+09
 ***   131.04800    0.4011E+08    0.1580E+09
 ***   131.04900    0.4016E+08    0.1580E+09
 ***   131.05099    0.4022E+08    0.1581E+09
 ***   131.05200    0.4023E+08    0.1582E+09
 ***   131.05701    0.4026E+08    0.1584E+09
 ***   131.06700    0.4032E+08    0.1588E+09
 ***   131.06799    0.4033E+08    0.1588E+09
 ***   131.07300    0.4034E+08    0.1590E+09
 ***   131.07401    0.4038E+08    0.1591E+09
 ***   131.07700    0.4041E+08    0.1592E+09
 ***   131.08501    0.4042E+08    0.1595E+09
 ***   131.09700    0.4045E+08    0.1600E+09
 ***   131.09900    0.4047E+08    0.1601E+09
 ***   131.10001    0.4049E+08    0.1601E+09
 ***   131.10699    0.4049E+08    0.1604E+09
 ***   131.10899    0.4054E+08    0.1605E+09
 ***   131.11000    0.4060E+08    0.1605E+09
 ***   131.11501    0.4061E+08    0.1607E+09
 ***   131.11700    0.4062E+08    0.1608E+09
 ***   131.12000    0.4064E+08    0.1609E+09
 ***   131.12601    0.4065E+08    0.1612E+09
 ***   131.13800    0.4069E+08    0.1616E+09
 ***   131.14799    0.4069E+08    0.1621E+09
 ***   131.14799    0.4069E+08    0.1621E+09
 ***   131.14999    0.4072E+08    0.1621E+09
 ***   131.16400    0.4072E+08    0.1627E+09
 ***   131.16499    0.4072E+08    0.1627E+09
 ***   131.16701    0.4073E+08    0.1628E+09
 ***   131.17400    0.4075E+08    0.1631E+09
 ***   131.17500    0.4077E+08    0.1632E+09
 ***   131.17700    0.4080E+08    0.1632E+09
 ***   131.17799    0.4085E+08    0.1633E+09
 ***   131.17900    0.4085E+08    0.1633E+09
 ***   131.18500    0.4088E+08    0.1636E+09
 ***   131.19800    0.4090E+08    0.1641E+09
 ***   131.19800    0.4090E+08    0.1641E+09
 ***   131.20200    0.4098E+08    0.1643E+09
 ***   131.20399    0.4100E+08    0.1643E+09
 ***   131.20500    0.4103E+08    0.1644E+09
 ***   131.20900    0.4109E+08    0.1645E+09
 ***   131.21201    0.4112E+08    0.1647E+09
 ***   131.21400    0.4113E+08    0.1647E+09
 ***   131.21899    0.4113E+08    0.1650E+09
 ***   131.22099    0.4118E+08    0.1650E+09
 ***   131.22501    0.4120E+08    0.1652E+09
 ***   131.22701    0.4122E+08    0.1653E+09
 ***   131.23199    0.4122E+08    0.1655E+09
 ***   131.25101    0.4125E+08    0.1663E+09
 ***   131.25101    0.4128E+08    0.1663E+09
 ***   131.25600    0.4130E+08    0.1665E+09
 ***   131.25800    0.4137E+08    0.1666E+09
 ***   131.25999    0.4140E+08    0.1666E+09
 ***   131.27200    0.4143E+08    0.1671E+09
 ***   131.27800    0.4146E+08    0.1674E+09
 ***   131.28200    0.4147E+08    0.1676E+09
 ***   131.28700    0.4150E+08    0.1678E+09
 ***   131.28799    0.4155E+08    0.1678E+09
 ***   131.28999    0.4157E+08    0.1679E+09
 ***   131.29500    0.4160E+08    0.1681E+09
 ***   131.29800    0.4161E+08    0.1682E+09
 ***   131.29900    0.4163E+08    0.1683E+09
 ***   131.30400    0.4167E+08    0.1685E+09
 ***   131.31100    0.4171E+08    0.1688E+09
 ***   131.31200    0.4174E+08    0.1688E+09
 ***   131.31799    0.4176E+08    0.1691E+09
 ***   131.32001    0.4178E+08    0.1691E+09
 ***   131.32500    0.4182E+08    0.1693E+09
 ***   131.33000    0.4183E+08    0.1696E+09
 ***   131.33299    0.4185E+08    0.1697E+09
 ***   131.33299    0.4190E+08    0.1697E+09
 ***   131.33900    0.4194E+08    0.1699E+09
 ***   131.35100    0.4200E+08    0.1704E+09
 ***   131.36099    0.4202E+08    0.1709E+09
 ***   131.36301    0.4206E+08    0.1709E+09
 ***   131.36700    0.4211E+08    0.1711E+09
 ***   131.36800    0.4212E+08    0.1712E+09
 ***   131.37300    0.4213E+08    0.1714E+09
 ***   131.37399    0.4215E+08    0.1714E+09
 ***   131.37601    0.4219E+08    0.1715E+09
 ***   131.38100    0.4224E+08    0.1717E+09
 ***   131.38600    0.4227E+08    0.1719E+09
 ***   131.39200    0.4235E+08    0.1722E+09
 ***   131.40100    0.4238E+08    0.1725E+09
 ***   131.40199    0.4239E+08    0.1726E+09
 ***   131.40500    0.4241E+08    0.1727E+09
 ***   131.41100    0.4246E+08    0.1730E+09
 ***   131.41600    0.4248E+08    0.1732E+09
 ***   131.41901    0.4251E+08    0.1733E+09
 ***   131.42400    0.4253E+08    0.1735E+09
 ***   131.42599    0.4257E+08    0.1736E+09
 ***   131.42700    0.4260E+08    0.1737E+09
 ***   131.42900    0.4265E+08    0.1737E+09
 ***   131.43100    0.4267E+08    0.1738E+09
 ***   131.43100    0.4272E+08    0.1738E+09
 ***   131.44901    0.4272E+08    0.1746E+09
 ***   131.45000    0.4275E+08    0.1746E+09
 ***   131.45399    0.4278E+08    0.1748E+09
 ***   131.45799    0.4279E+08    0.1750E+09
 ***   131.46600    0.4284E+08    0.1753E+09
 ***   131.46800    0.4287E+08    0.1754E+09
 ***   131.47000    0.4288E+08    0.1755E+09
 ***   131.47200    0.4288E+08    0.1756E+09
 ***   131.47501    0.4292E+08    0.1757E+09
 ***   131.48599    0.4293E+08    0.1762E+09
 ***   131.49001    0.4296E+08    0.1763E+09
 ***   131.50101    0.4297E+08    0.1768E+09
 ***   131.50400    0.4301E+08    0.1769E+09
 ***   131.50800    0.4305E+08    0.1771E+09
 ***   131.50900    0.4307E+08    0.1772E+09
 ***   131.51401    0.4313E+08    0.1774E+09
 ***   131.52400    0.4314E+08    0.1778E+09
 ***   131.52800    0.4316E+08    0.1780E+09
 ***   131.52901    0.4319E+08    0.1780E+09
 ***   131.53101    0.4323E+08    0.1781E+09
 ***   131.53999    0.4324E+08    0.1785E+09
 ***   131.54500    0.4326E+08    0.1787E+09
 ***   131.56400    0.4331E+08    0.1795E+09
 ***   131.56599    0.4335E+08    0.1796E+09
 ***   131.56599    0.4338E+08    0.1796E+09
 ***   131.57201    0.4343E+08    0.1799E+09
 ***   131.57401    0.4348E+08    0.1800E+09
 ***   131.58299    0.4354E+08    0.1804E+09
 ***   131.59100    0.4360E+08    0.1807E+09
 ***   131.59500    0.4363E+08    0.1809E+09
 ***   131.59599    0.4369E+08    0.1809E+09
 ***   131.59900    0.4372E+08    0.1811E+09
 ***   131.60800    0.4373E+08    0.1815E+09
 ***   131.60800    0.4379E+08    0.1815E+09
 ***   131.61200    0.4384E+08    0.1816E+09
 ***   131.62100    0.4385E+08    0.1820E+09
 ***   131.62900    0.4386E+08    0.1824E+09
 ***   131.63600    0.4389E+08    0.1827E+09
 ***   131.63800    0.4393E+08    0.1828E+09
 ***   131.63800    0.4399E+08    0.1828E+09
 ***   131.63901    0.4400E+08    0.1828E+09
 ***   131.64999    0.4403E+08    0.1833E+09
 ***   131.65300    0.4403E+08    0.1834E+09
 ***   131.65500    0.4407E+08    0.1835E+09
 ***   131.66100    0.4412E+08    0.1838E+09
 ***   131.66400    0.4414E+08    0.1839E+09
 ***   131.66600    0.4416E+08    0.1840E+09
 ***   131.67900    0.4417E+08    0.1846E+09
 ***   131.69200    0.4420E+08    0.1852E+09
 ***   131.70900    0.4422E+08    0.1859E+09
 ***   131.72099    0.4423E+08    0.1864E+09
 ***   131.72400    0.4426E+08    0.1866E+09
 ***   131.72600    0.4431E+08    0.1867E+09
 ***   131.73100    0.4433E+08    0.1869E+09
 ***   131.74600    0.4436E+08    0.1875E+09
 ***   131.74800    0.4437E+08    0.1876E+09
 ***   131.74899    0.4442E+08    0.1877E+09
 ***   131.75700    0.4444E+08    0.1880E+09
 ***   131.76300    0.4447E+08    0.1883E+09
 ***   131.76401    0.4448E+08    0.1883E+09
 ***   131.77000    0.4453E+08    0.1886E+09
 ***   131.78000    0.4456E+08    0.1891E+09
 ***   131.78101    0.4458E+08    0.1891E+09
 ***   131.78500    0.4462E+08    0.1893E+09
 ***   131.80299    0.4467E+08    0.1901E+09
 ***   131.81200    0.4473E+08    0.1905E+09
 ***   131.81200    0.4476E+08    0.1905E+09
 ***   131.81400    0.4477E+08    0.1906E+09
 ***   131.81500    0.4479E+08    0.1906E+09
 ***   131.81799    0.4479E+08    0.1908E+09
 ***   131.82201    0.4483E+08    0.1909E+09
 ***   131.82201    0.4484E+08    0.1909E+09
 ***   131.83200    0.4490E+08    0.1914E+09
 ***   131.84100    0.4496E+08    0.1918E+09
 ***   131.85100    0.4501E+08    0.1922E+09
 ***   131.85201    0.4504E+08    0.1923E+09
 ***   131.85500    0.4507E+08    0.1924E+09
 ***   131.85699    0.4510E+08    0.1925E+09
 ***   131.87500    0.4513E+08    0.1933E+09
 ***   131.87601    0.4516E+08    0.1934E+09
 ***   131.87700    0.4522E+08    0.1934E+09
 ***   131.91400    0.4522E+08    0.1951E+09
 ***   131.91701    0.4526E+08    0.1952E+09
 ***   131.92799    0.4530E+08    0.1957E+09
 ***   131.93500    0.4533E+08    0.1960E+09
 ***   131.94400    0.4536E+08    0.1964E+09
 ***   131.95300    0.4536E+08    0.1969E+09
 ***   131.95599    0.4540E+08    0.1970E+09
 ***   131.96300    0.4544E+08    0.1973E+09
 ***   131.97200    0.4550E+08    0.1977E+09
 ***   131.97301    0.4550E+08    0.1978E+09
 ***   131.98599    0.4551E+08    0.1984E+09
 ***   131.99300    0.4557E+08    0.1987E+09
 ***   131.99899    0.4559E+08    0.1989E+09
 ***   132.00101    0.4562E+08    0.1990E+09
 ***   132.00600    0.4562E+08    0.1993E+09
 ***   132.01300    0.4564E+08    0.1996E+09
 ***   132.01401    0.4570E+08    0.1996E+09
 ***   132.01601    0.4575E+08    0.1997E+09
 ***   132.01700    0.4578E+08    0.1998E+09
 ***   132.02200    0.4581E+08    0.2000E+09
 ***   132.02800    0.4585E+08    0.2003E+09
 ***   132.04300    0.4589E+08    0.2010E+09
 ***   132.04401    0.4594E+08    0.2010E+09
 ***   132.05499    0.4595E+08    0.2015E+09
 ***   132.06300    0.4597E+08    0.2019E+09
 ***   132.07100    0.4598E+08    0.2022E+09
 ***   132.07899    0.4598E+08    0.2026E+09
 ***   132.08299    0.4602E+08    0.2028E+09
 ***   132.09399    0.4602E+08    0.2033E+09
 ***   132.09500    0.4602E+08    0.2033E+09
 ***   132.09500    0.4609E+08    0.2033E+09
 ***   132.10001    0.4609E+08    0.2036E+09
 ***   132.10001    0.4609E+08    0.2036E+09
 ***   132.10001    0.4609E+08    0.2036E+09
 ***   132.10100    0.4612E+08    0.2036E+09
 ***   132.10400    0.4612E+08    0.2038E+09
 ***   132.10600    0.4613E+08    0.2039E+09
 ***   132.11800    0.4617E+08    0.2044E+09
 ***   132.12100    0.4619E+08    0.2045E+09
 ***   132.13600    0.4625E+08    0.2052E+09
 ***   132.13699    0.4630E+08    0.2053E+09
 ***   132.13699    0.4636E+08    0.2053E+09
 ***   132.13699    0.4636E+08    0.2053E+09
 ***   132.15700    0.4639E+08    0.2062E+09
 ***   132.16299    0.4641E+08    0.2065E+09
 ***   132.17200    0.4641E+08    0.2069E+09
 ***   132.17400    0.4645E+08    0.2070E+09
 ***   132.17500    0.4648E+08    0.2071E+09
 ***   132.17599    0.4656E+08    0.2071E+09
 ***   132.17900    0.4657E+08    0.2072E+09
 ***   132.18700    0.4663E+08    0.2076E+09
 ***   132.20300    0.4667E+08    0.2084E+09
 ***   132.20799    0.4668E+08    0.2086E+09
